id,title,artist,genre,mood,instrument,theme,occasion,language,era,audience,tempo,summary,youtube_url
Yz2658gzOuM,Cola Song,INNA,Dance music,Upbeat,"Singing, Flute, Sampler","Celebration, Nostalgia","Parties, Summer","English, Spanish",2010s,"Young adults, Fans of dance and pop music",125 BPM,"A catchy dance-pop track featuring J Balvin, celebrated for its upbeat vibe and nostalgic appeal, often associated with summer parties and memorable moments from the early 2010s.",https://www.youtube.com/watch?v=Yz2658gzOuM
z5W7DVFKrcs,Goin' In,Jennifer Lopez,Pop music,"Nostalgic, Upbeat","Singing, Synthesizer, Drum and bass","Memories, Celebration","Parties, Summer",English,2010s,Fans of pop and dance music,130.81 BPM,"A nostalgic pop song featuring upbeat rhythms and a blend of electronic and dance elements, celebrating memories and the joy of summer vibes.",https://www.youtube.com/watch?v=z5W7DVFKrcs
bTXJQ5ql5Fw,Time Of Our Lives,"Pitbull, Ne-Yo","Dance music, Rhythm and blues, Pop music","Inspirational, Uplifting, Nostalgic","Singing, Musical instrument, Sampler, Plucked string instrument","Enjoying life, Overcoming struggles, Living in the moment","Celebration, Parties, New Year",English,2010s,"General public, Young adults, Nostalgic listeners",125 BPM,"The song conveys a message of enjoying life despite challenges, encouraging listeners to celebrate and cherish moments with loved ones. It combines uplifting beats with nostalgic themes, resonating with audiences who appreciate its motivational lyrics.",https://www.youtube.com/watch?v=bTXJQ5ql5Fw
NLZRYQMLDW4,DNA,Kendrick Lamar,Hip hop music,Exciting,"Sampler, Synthesizer, Keyboard (musical)","Identity, Family, Legacy",,English,Contemporary,"Hip hop fans, Kendrick Lamar supporters",140.625 BPM,"The song 'DNA' by Kendrick Lamar showcases an aggressive and energetic hip hop style, featuring powerful lyrics that explore themes of identity and legacy. The production includes a dynamic beat with notable switches that enhance the listening experience, making it a standout track in contemporary music.",https://www.youtube.com/watch?v=NLZRYQMLDW4
wq7ftOZBy0E,I GOT A BOY,Girls' Generation,"Pop music, Electronic music","Exciting, Nostalgic","Singing, Sampler, Synthesizer, Drum, Keyboard","Youth, Love, Empowerment","Party, Celebration",Korean,2010s,"K-pop fans, Youth",140.625 BPM,"This song is a dynamic blend of various musical styles, often described as organized chaos with multiple sections that keep the listener engaged. It has been recognized as iconic and timeless, resonating with both past and present generations of K-pop fans.",https://www.youtube.com/watch?v=wq7ftOZBy0E
M97vR2V4vTs,Waiting All Night,Rudimental,Drum and bass,Inspirational,"Drum and bass, Singing, Synthesizer, Drum kit","Overcoming adversity, Friendship, Recovery","Motivational moments, Personal recovery, Nostalgia",English,2010s,"Young adults, Individuals facing challenges",87.890625,"The song encapsulates themes of resilience and friendship, showcasing the journey of overcoming personal struggles and celebrating recovery through a powerful narrative and uplifting music.",https://www.youtube.com/watch?v=M97vR2V4vTs
qj5zT4t7S6c,Sweet Lovin',Sigala,Dance music,Happy,"Singing, Sampler, Synthesizer, Keyboard, Drum and bass","Nostalgia, Summer, Joy","Summer parties, Dancing, Skating",English,2010s,"Young adults, Dance music enthusiasts",125 BPM,"A vibrant dance track that evokes feelings of joy and nostalgia, perfect for summer parties and uplifting moments.",https://www.youtube.com/watch?v=qj5zT4t7S6c
Y4JfPlry-iQ,BO$$,Fifth Harmony,Pop music,Confident,"Singing, Drum and bass","Empowerment, Confidence","Party, Celebration",English,2010s,"Young adults, Fans of girl groups",102.27 BPM,"The song 'BO$$' by Fifth Harmony is an empowering anthem that promotes confidence and self-assuredness, featuring strong vocal performances and a danceable beat. Normani is highlighted as a standout performer in the video, contributing to the song's energetic and uplifting vibe.",https://www.youtube.com/watch?v=Y4JfPlry-iQ
K0K46C82v9o,When I Grow Up,The Pussycat Dolls,Pop music,Exciting,"Drum machine, Synthesizer, Drum kit","Growing up, Ambition",,English,2000s,"Youth, Fans of pop music",119.68 BPM,"The song explores themes of growing up and the aspirations associated with it, featuring an iconic dance break and an upbeat pop sound that resonates with nostalgia for the 2000s.",https://www.youtube.com/watch?v=K0K46C82v9o
IetIg7y5k3A,Body,Loud Luxury feat. brando,Dance music,Happy,"Singing, Sampler, Synthesizer, Drum, Keyboard","Carefree, Nostalgia","Parties, Clubs, Summer Events",English,2020s,"Young Adults, Dance Music Fans",122 BPM,"A catchy dance track that evokes feelings of happiness and nostalgia, often associated with summer vibes and carefree moments.",https://www.youtube.com/watch?v=IetIg7y5k3A
hlVBg7_08n0,SAME LOVE feat. MARY LAMBERT,MACKLEMORE & RYAN LEWIS,Rhythm and blues,Hopeful,"Piano, Guitar, Drum kit, Synthesizer",Love and acceptance,"Pride events, Weddings",English,Contemporary,"LGBTQ+ community, Allies",170 BPM,"The song addresses themes of love, acceptance, and equality, particularly in the context of LGBTQ+ rights. It resonates with listeners who have faced struggles with their identity and emphasizes the importance of love and support in overcoming societal challenges.",https://www.youtube.com/watch?v=hlVBg7_08n0
0AqnCSdkjQ0,Guts Over Fear,Eminem,Hip hop music,Inspirational,"Singing, Sampler, Synthesizer, Drum and bass, Keyboard","Overcoming fear, Self-acceptance","Motivation, Personal struggles",English,,"Fans of Eminem, Young adults",140.625 BPM,"The song features Eminem's powerful lyrics about overcoming fear and personal struggles, complemented by Sia's emotive vocals. It resonates with listeners who find motivation and strength in its message, often reflecting on their own experiences of hardship and resilience.",https://www.youtube.com/watch?v=0AqnCSdkjQ0
qQkBeOisNM0,Some Nights,Fun.,Pop music,Nostalgic,"Singing, Keyboard, Drum","Youth, Reflection","Nighttime listening, Road trips",English,2010s,"Young adults, Nostalgia seekers",108.17307692 BPM,"A nostalgic pop anthem that reflects on youth and the complexities of life, often associated with late-night listening and memories of simpler times.",https://www.youtube.com/watch?v=qQkBeOisNM0
VrDfSZ_6f4U,Day 'N' Nite,Kid Cudi,Hip hop music,Exciting,"Synthesizer, Drum machine, Guitar","Loneliness, Searching for meaning","Party, Chill",English,2000s,Young adults,137 BPM,"The song explores themes of loneliness and searching for meaning, featuring a blend of hip hop and exciting rhythms, suitable for both parties and chill moments.",https://www.youtube.com/watch?v=VrDfSZ_6f4U
8sPj0Ic8KQ8,Party Shaker,R.I.O. feat. Nicco,Dance music,Nostalgic,"Singing, Sampler, Synthesizer, Keyboard (musical)","Memories, Parties","Parties, Summer",English,2010s,"Young adults, Nostalgia seekers",127.84090909 BPM,"The song evokes nostalgia and memories of good times, particularly from the early 2010s, making it a favorite for parties and summer vibes.",https://www.youtube.com/watch?v=8sPj0Ic8KQ8
hmP7TYtDVUU,On My Level,Wiz Khalifa,Hip hop music,Exciting,"Drum machine, Synthesizer, Drum kit, Sampler","Celebration, Nostalgia","Parties, Social gatherings",English,2010s,"Young adults, Fans of hip hop",144.23 BPM,"A timeless hip hop track featuring a catchy beat and strong bass, celebrated for its nostalgic vibes and connection to social experiences, particularly in partying and smoking culture.",https://www.youtube.com/watch?v=hmP7TYtDVUU
QOowQeKyNkQ,Don't Wake Me Up,Chris Brown,"Electronic music, Dance music, Electronic dance music, Pop music","Nostalgic, Bittersweet, Happy, Emotional","Singing, Keyboard, Synthesizer, Drum and bass, Guitar","Nostalgia, Youth, Simplicity of life","Listening for relaxation, Reminiscing, Parties",English,2010s,"Young adults, Fans of Chris Brown, Nostalgia seekers",127.84090909 BPM,"A nostalgic electronic pop song that evokes bittersweet memories of youth and simpler times, resonating with listeners who reflect on their past experiences.",https://www.youtube.com/watch?v=QOowQeKyNkQ
RSdKmX2BH7o,We Made You,Eminem,Hip hop music,Funny,"Drum kit, Synthesizer, Keyboard (musical)",Pop Culture Satire,,English,Late 2000s,"Fans of Eminem, Hip hop enthusiasts",112.5 BPM,"A humorous take on late 2000s pop culture, showcasing Eminem's unique style of satire and clever wordplay without the use of explicit language.",https://www.youtube.com/watch?v=RSdKmX2BH7o
Tztc73r8348,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez, J Balvin",Pop music,Happy,Ukulele,Love and happiness,Casual listening,English,,Young adults,125,"The song features a joyful and playful vibe, showcasing themes of love and happiness, particularly highlighted by Selena Gomez's cheerful presence in the music video.",https://www.youtube.com/watch?v=Tztc73r8348
KagvExF-ijc,Smile,Avril Lavigne,Pop music,Nostalgic,"Guitar, Drum kit, Synthesizer","Love, Happiness, Nostalgia",,English,2010s,"Young adults, Fans of pop-punk",104.16666667 BPM,"The song 'Smile' by Avril Lavigne captures themes of love and nostalgia, often evoking happy memories while also resonating with feelings of longing. Its upbeat tempo and catchy chorus encourage listeners to smile, despite the underlying emotions of nostalgia and reflection on past experiences.",https://www.youtube.com/watch?v=KagvExF-ijc
nvfejaHz-o0,Gotta Be You,One Direction,Pop music,Nostalgic,Guitar,Love and loss,Memorial,English,2010s,Young adults,85.22727273 BPM,"The song evokes nostalgia and reflects on love and memories, particularly in light of recent events surrounding the band's member, Liam Payne. Fans express their deep emotional connection to the song and the band, reminiscing about their youth and the impact of the music on their lives.",https://www.youtube.com/watch?v=nvfejaHz-o0
MMAppa1cAVo,Mmm Yeah,Austin Mahone,Pop music,Exciting,Synthesizer,,Party,English,2010s,Young adults,125 BPM,"A catchy and upbeat pop song featuring Pitbull, known for its party vibe and nostalgic appeal, often reminisced by listeners as a classic from the 2010s.",https://www.youtube.com/watch?v=MMAppa1cAVo
BPiW0tkWfeg,Lovers On The Sun,David Guetta,Electronic dance music,Nostalgic,"Synthesizer, Drum kit, Electric guitar","Love, Memories","Parties, Celebrations",English,2010s,Young adults,125,"A nostalgic electronic dance music track featuring emotional melodies and a blend of David Guetta's and Avicii's signature styles, evoking memories and feelings of love.",https://www.youtube.com/watch?v=BPiW0tkWfeg
v9uDwppN5-w,Neon Lights,Demi Lovato,Pop music,Nostalgic,Singing,Memories and nostalgia,Concerts and celebrations,English,2010s,Fans of Demi Lovato and pop music,125,"The song evokes feelings of nostalgia and good memories, often associated with past experiences and emotions. It has a pop music style with an upbeat tempo, making it suitable for concerts and celebrations.",https://www.youtube.com/watch?v=v9uDwppN5-w
JGhoLcsr8GA,DOWNTOWN,MACKLEMORE & RYAN LEWIS,Hip hop music,cheerful,"Singing, Keyboard, Guitar","nostalgia, fun","road trip, party",English,2010s,young adults,110.29411765 BPM,"A catchy and fun song that celebrates the joy of life and nostalgia, featuring vibrant visuals and energetic performances.",https://www.youtube.com/watch?v=JGhoLcsr8GA
1mB0tP1I-14,LoveGame,Lady Gaga,Pop music,Nostalgic,"Singing, Sampler, Synthesizer, Drum machine","Love, Fun","Parties, Celebrations",English,2000s,"Young adults, Fans of pop music",104.16666667 BPM,"A nostalgic pop anthem that showcases Lady Gaga's iconic style and sound, blending themes of love and fun with a catchy beat and memorable lyrics.",https://www.youtube.com/watch?v=1mB0tP1I-14
KnL2RJZTdA4,Wizard,Martin Garrix & Jay Hardway,Electronic dance music,,"Synthesizer, Drum kit",,"Party, Celebration",,2010s,"EDM fans, Young adults",127.8409091,A popular electronic dance music track that has garnered millions of views and is celebrated for its energetic beats and nostalgic appeal among fans.,https://www.youtube.com/watch?v=KnL2RJZTdA4
Dlh-dzB2U4Y,LOYALTY.,Kendrick Lamar ft. Rihanna,"Hip hop music, Rhythm and blues, Pop music",Exciting,"Singing, Musical instrument, Sampler, Plucked string instrument, Drum","Loyalty, Love, Relationships",,English,,,110.29411765 BPM,"The song explores themes of loyalty and love, emphasizing the importance of trust in relationships. The music features a blend of hip hop and R&B elements, with a catchy hook that resonates with listeners. The visuals depict symbolic representations of loyalty and fidelity, showcasing the chemistry between Kendrick Lamar and Rihanna.",https://www.youtube.com/watch?v=Dlh-dzB2U4Y
hGKK8eGQQEk,Nasty Freestyle,T-Wayne,Hip hop music,nostalgic,"Singing, Drum machine, Synthesizer",memories of youth and school days,"reminiscing, parties",English,2010s,"young adults, teenagers",133.93 BPM,"A nostalgic hip hop track that brings back memories of youth, school days, and carefree times, characterized by catchy lyrics and a vibrant beat.",https://www.youtube.com/watch?v=hGKK8eGQQEk
#NAME?,2 On,Tinashe,"Rhythm and blues, Hip hop music, Pop music",Exciting,"Singing, Synthesizer, Keyboard","Nostalgia, Celebration","Parties, Social gatherings",English,2010s,"Young adults, Fans of R&B and hip hop",100.44642857 BPM,"The song '2 On' by Tinashe features an exciting blend of rhythm and blues, hip hop, and pop, evoking a nostalgic vibe reminiscent of the early 2010s. It is celebrated for its catchy beats and engaging lyrics, making it a favorite for parties and social gatherings. The song continues to resonate with audiences, highlighting Tinashe's talent and the timeless quality of the music.",https://www.youtube.com/watch?v=-s7TCuCpB5c
GI6CfKcMhjY,Jack Sparrow (feat. Michael Bolton),The Lonely Island,"Hip hop music, Pop music, Electronic music","Exciting, Comedic","Singing, Drum and bass, Synthesizer","Piracy, Humor, Movie plots","Casual listening, Parties",English,,"Fans of comedy music, Michael Bolton fans, The Lonely Island fans",96.98275862 BPM,"A humorous and exciting song featuring Michael Bolton, where he passionately narrates the tale of Captain Jack Sparrow, blending elements of comedy and music.",https://www.youtube.com/watch?v=GI6CfKcMhjY
